,topic_id,topic,T/F,speecher,id,reference
1691,4,'기금운용본부장(CIO) 인선난'은 국민연금공단 기금운용본부의 전북 이전 때문이다,False,언론 보도,1031,출처: Want to Oversee the World’s Third-Largest Pension Fund? There’s Just One Catch
1692,4,"""북한인권법은 여야 국회의원 한 명의 반대도 없이 통과된 법""",True,김태훈,1034,"출처: ""北인권단체마다 압수수색… 정부 압력에 후원 다 끊겼다"""
1699,4,"불법체류 외국인, 한국에 3개월만 살면 건강보험 혜택 받는다?",False,발언인 없음,1001,
1702,4,"전세 대출, 고소득자 지원하면 재원 부족?",True,발언인 없음,983,
1703,4,"연소득 7000만원 이상, 고소득자?",True,발언인 없음,982,
1705,4,"국민연금 개혁안, 3년 전 공무원연금 개혁보다 가혹한 조건이다?",False,발언인 없음,968,출처: ‘더 내고 늦게 받는’ 국민연금案에 반발 청원 들끓어
1708,4,안희정 '무죄'에 김지은씨는 직접 '항소' 못한다?,True,발언인 없음,961,
1715,4,다른 제조사 차량에서도 화재가 빈번한데 유독 BMW만 공격을 받고 있다,False,인터넷 루머,932,
1718,4,김동연 경제부총리가 삼성 이재용 부회장에게 머리를 조아렸다,False,인터넷 루머,921,
1725,4,"""제도가 노회찬 의원을 죽인 셈이다""",True,이준석,905,"출처: 이준석 ""상계동선 '노회찬같이 하라'고, 그게 그분의 삶"""
1728,4,우리나라의 내년 최저임금은 OECD 국가들 중 높은 편이다?,True,인터넷 루머,887,
1732,4,"""팔레스타인 합동결혼식 사진 속 여자아이들은 10살도 안된 어린 신부들""",False,인터넷 루머,868,
1733,4,"최저임금, 매년 반드시 올려야 한다?",False,발언인 없음,872,
1734,4,"""난민협약, 난민신청자 보호하라는 것 아냐""",False,김진태,866,
1736,4,‘강간놀이’하는 무슬림이 한국 이슬람화를 꿈꾼다?,False,인터넷 루머,856,
1737,4,기내식 없는 비행기에 도시락을 싸 가도 된다?,True,인터넷 루머,853,
1738,4,문재인 대통령이 뇌출혈로 쓰러졌다?,False,인터넷 루머,852,
1739,4,맘카페에서 제기된 이슬람 5대 루머,False,인터넷 루머,847,
1741,4,욱일기를 사용하는 응원은 피파 규정 위반?,False,발언인 없음,842,
1745,4,한진 조양호 회장의 부인 이명희씨는 분노조절장애로 인한 심신미약으로 선처를 받을 수 있다?,False,발언인 없음,835,"출처: 경찰, '구속영장 기각' 이명희 '갑질' 보강조사…재소환 검토(종합)"
1747,4,중국산 소주가 한국 마트서 1병 당 690원에 팔린다?,False,인터넷 루머,823,
1748,4,"""서울 사람들이 양천구 목동 같은데서 잘 살다가 이혼 한번 하거나 하면 부천 정도로 가고, 부천에 갔다가 살기 어려워지면 인천 중...",False,정태옥,822,출처: '김부선 스캔들'·'이부망천 망언'…막판 지방선거 흔드는 돌발악재
1749,4,"""박원순 시장 재임시절 공공임대주택 실적은 뻥튀기""",True,안철수,809,출처보기>
1750,4,"""이재명식 무상교복은 교복값을 올린다""",False,자유한국당,796,출처: 『민주당 후보』 검증 시리즈 1탄 - 이재명 후보 정책 검증편
1752,4,"""서울시장 취임 첫날 재개발, 재건축 도장을 찍겠다""",False,김문수,790,
1753,4,"""민간인 희생자 추모공원, 주민 의견 수렴 안 했다""",False,성선제,785,출처: 300억 국책사업 선정됐는데 '반대'한다는 한국당 후보
1754,4,대법원 판결에 대해 대법원이 직권으로 재심을 열 수 있다?,False,김승하,783,"출처: 양승태 고발 10여 건…KTX 해고 승무원 ""재심 요청"""
1755,4,"""재판출석은 피고인의 권리이지 의무로 볼 수는 없다""",False,강훈,782,"출처: MB, 재판 불출석…강훈 변호사 ""법정 출석 의무 아닌 권리"" / 연합뉴스 (Yonhapnews)"
1756,4,이재명의 욕설 음성 파일 공개는 국민의 알 권리를 위한 것이다.,False,자유한국당,771,"출처: 자유한국당, 이재명 경기도지사 후보 욕설파일 홈페이지에 공개"
1757,4,6.13 지방선거에 후보들을 공천한 주요 정당들은 공직선거법이 정한 여성공천할당제를 제대로 준수하고 있다?,False,발언인 없음,763,
1758,4,"""서울시 강력범죄 3년새 60% 늘었다""?",True,안철수,761,출처보기>
1760,4,불체포특권(국회의 체포동의안 부결처리)는 검찰의 무리한 수사에 대한 정당한 방어다.,False,자유한국당,762,"출처: 한국당, 체포동의안 부결에 ""불구속수사 원칙 지켜낸 것"""
1763,4,"""전두환 회고록 출판을 막는 건 헌법이 보장하는 출판의 자유를 해치는 조치다""",False,민정기,742,
1765,4,"""의원 사직서 처리위해 의장 권한 사용가능""",True,정세균,738,
1766,4,대학축제 주점에서 대학생들이 술을 팔았다면 처벌 받는다,True,교육부,737,"출처: [단독] ""술 팔지 마라""…주세법에 `김 빠진` 대학축제"
1767,4,보험계리사 영어 시험이 쉬워졌다?,False,언론 보도,734,출처: 보험계리사 텝스 합격점 625점→340점 조정
1768,4,수면제 처방 받으면 보험 가입 제한된다?,True,금융위원회,724,출처: 보험가입시 장애 알릴 의무 폐지…전동휠체어 보험상품 출시
1769,4,“지난 3월 방한 중국인 관광객은 40만명”?,False,문화체육관광부,719,출처: 3월 중국인 관광객 11.8%↑…1년만에 다시 늘어(종합) | 연합뉴스
1770,4,삼성생명은 삼성전자 주식 20조를 팔아야 한다?,False,언론 보도,717,출처: 20조원 삼성전자 지분 어디로…금융위 압박에 삼성 '진퇴양난'
1771,4,“4년간 공약 이행률 98% 달성”?,False,조희연,708,
1772,4,"""미국은 응답률이 30% 안 되면 여론조사 결과를 폐기한다""",False,홍준표,706,"출처: 홍준표 당대표, 갤럽 및 포털 관련 기자회견 주요내용[보도자료]"
1774,4,"한국GM의 부실, GM 본사의 '먹튀' 탓?",False,전국민주노동조합총연맹,701,출처보기>
1775,4,다산신도시 실버택배 지원은 형평성에 어긋난다,False,발언인 없음,696,"출처: ""다산신도시 실버택배 비용 왜 세금으로 하나?"" 청원 폭주"
1777,4,"""삼성 '백혈병' 관련 작업환경보고서가 '핵심기밀'""",False,삼성전자,687,"출처: 삼성디스플레이도 산업부에 SOS…""작업환경보고서 '핵심기밀' 판단해 달라"""
1778,4,"""서울 도로에 물을 뿌려 미세먼지 문제 해결하겠다""",False,김문수,691,"출처: 김문수, ""환경관리기사 자격증있다. 미세먼지 도로에 물뿌려 해결..."""
1779,4,임대주택 들어오면 주변 집값 떨어진다?,False,발언인 없음,690,"출처: '청년주택=빈민아파트'라던 주민들, ""그래도 임대주택 안돼"""
1780,4,"""수능 절대평가가 (현 정부의) 기본 입장이라는 것은 오해다""",False,김상곤,689,"출처: 김상곤 ""정부 기본입장이 수능 절대평가라는 것은 오해"""
1784,4,북한에선 '레드벨벳'을 '붉은 융단 떼거리'라고 부른다?,False,인터넷 루머,658,
1785,4,"""경찰이 구속하는 나라는 없다""",True,문무일,647,출처: “자치경찰제 도입 없인 수사권 조정 없다”…검·경 갈등 재점화
1786,4,혼외 출산이 출산율 제고에 도움된다,True,언론 보도,646,"출처: “모든 출산 존중” 저출산위원회, 가족다양성 T/F 출범"
1787,4,최저임금이 오르면 물가도 오를까?,False,발언인 없음,631,
1788,4,"""최저임금 올리면 일자리가 줄어든다""",False,발언인 없음,630,
1789,4,최저임금 인상은 경제에 악영향을 미친다?,False,발언인 없음,629,
1790,4,"""10시에 대통령 첫 보고 이후 수시로 보고와 지시…당일 외부인 출입 없었다""",False,박근혜,644,"출처: ‘그것이 알고싶다’ 앞두고…청와대 “세월호 당일, 朴대통령 관저 집무실 이용”"
1791,4,중국에 미세먼지 문제에 대해 책임을 요구할 수 있는가,True,청와대 국민청원,637,출처: 대한민국 청와대
1793,4,우리 정부는 미세먼지 문제에 대해 중국에 아무 말도 못한다 ?,True,인터넷 루머,634,
1794,4,중국의 대기질이 베이징만 개선됐을뿐 다른 곳은 나빠졌다 ?,False,인터넷 루머,633,
1795,4,중국이 베이징의 공기를 맑게 하려고 공장을 산둥반도로 옮기고 있다 ?,False,인터넷 루머,632,
1799,4,퇴직하고 중소기업에 신입사원으로 취업하면 정부의 청년 일자리 지원금 1000만원을 받을 수 있다?,False,인터넷 루머,624,
1800,4,"2007년 대선 공보물에 ""전과 없음"" 기재했던 이명박 전 대통령, 사실은?",False,이명박,621,
1801,4,"""담배값 인상 정책은 흡연율을 낮추는 효과가 없다?""",False,발언인 없음,611,
1805,4,현행 헌법/법률의 한글 표현에 문제 있다,True,발언인 없음,602,출처: 文대통령 “새 법령 만들 때 처음부터 한글화 작업 중요”
1808,4,"""이명박 전 대통령 전 재산 사회 환원해 변호인 구하기도 어렵다""",False,김효재,582,"출처: 검찰조사 D-1, MB측 ""전 재산 환원해 변호사 선임도 어려워"""
1813,4,"""국민연금 소득대체율을 인상할 필요 있다""",True,문재인,580,출처: 문재인 “국민연금 소득대체율 50%는 이미 2015년에 여야 합의”
1814,4,"""남북 정상회담은 ‘지방선거용’"" 
 - 남북 정상회담 직후 집권여당은 전국단위 선거에서 승리했나.",False,자유한국당,570,"출처: 홍준표 “남북정상회담은 ‘지방선거용’…합의문, 김정은이 불러준 것”"
1815,4,'이건희 차명계좌' 문제는 그동안 방치됐다?,True,언론 보도,568,
1817,4,"""자유한국당은 '터치'는 있었지만 성폭력은 없었다""",False,박순자,561,출처: 한국당 박순자 “우리는 ‘터치’는 있었지만 성폭력은 없었다”
1826,4,편의점에서 로또 살 수 없다?,False,관련인 없음,512,"출처: [편의점 로또 퇴출 위기 ②] 편의점 로또족, 어디로 가야 하나"
1827,4,법원이 재벌이나 대기업 총수 등 경제범죄에 대해 관대하다?!,True,관련인 없음,507,
1834,4,검찰은 내부 성추문에 관대하다?,True,관련인 없음,490,
1838,4,"한반도기, 조총련이 만들었다?",False,관련인 없음,472,
1839,4,"""4년4개월동안 경남지사 하면서 화재 인명사고 한 건도 없었다""",False,홍준표,471,"출처: [밀양참사]홍준표 ""경남지사 시절, 화재 인명사고 한 건도 없었다""(종합)"
1841,4,한국수자원공사가 4대강 관련 자료를 파기했다는 의혹이 제기됐다. 형사처벌 대상이라는 지적이 제기된다.,True,관련인 없음,457,
1842,4,네이버가 가상화폐와 제휴 맺는다?,False,관련인 없음,455,
1843,4,"""이명박-박근혜 정권 시절 정부-여당은 표현의 자유 때문에, 댓글 등 모욕적인 표현을 모른 척 넘어갔다""고 발언",False,홍준표,451,
1844,4,"박종철 고문치사, 보수 정부에서 밝힌 것?",False,곽상도,436,
1845,4,대법원의 진경준 뇌물수수 무죄 판결은 기존 대법 판례와 배치된다,True,대법원,429,"출처: 대법 ""'넥슨 공짜주식' 뇌물아냐""…진경준·김정주 뇌물 무죄(종합) | 연합뉴스"
1847,4,우리은행 달력 속 인공기 그림은 '안보불감증의 자화상',False,자유한국당,426,
1848,4,"해병대, 육·해·공군 보다 구타·가혹행위 심하다?",True,김중로,414,"출처: 해병대, 구타·가혹행위 심각…타군 대비 벌금·징계 압도적"
1849,4,"""종교인 과세는 정교분리 원칙에 어긋난다""",False,개신교 종교인과세TF,408,출처: 종교인 과세 며칠 앞두고 보수교계 또 반발
1850,4,홍준표 자유한국당 대표 “도지사 재임 기간 경남에 건물이나 사람이나 불난 일 없다”,False,홍준표,407,"출처: 홍준표 ""제천 참사, 세월호 정권처럼 정쟁 이용안해"""
1854,4,적폐청산TF 법적 근거 없다?,False,이명박,379,
1855,4,국선변호인 계속 거부하면 재판 멈출까?,False,박근혜,377,
1856,4,5.18 재수사 가능할까?,True,전두환,372,
1858,4,최저임금 올라 9급 공무원보다 알바생이 더 번다?,False,SNS 가짜뉴스,360,
1859,4,한국 여성에게 '유리천장' 있다?,True,라가르드 IMF 총재,356,
1861,4,"특수활동비 유용, 통치자금이어서 문제 없다?",False,이재만,351,
1863,4,"JTBC의 '최순실 태블릿 PC' 조작설
(고려대 포렌식센터와 공동 팩트체크)",False,"김진태, 조원진, 윤상직, 월간조선, 미디어워치",345,
1864,4,"""한국경제가 기회를 잡아야할 시기에 도움이 되지 않는다""
사이버사령부 댓글 사건 수사에 대해 이명박 전 대통령이 한 발언.",False,이명박,335,
1867,4,"""서울시가 만들어 배포한 교과서가 '자유시장경제를 악으로, 사회적경제는 선'으로 표현하고 있다""",False,장제원,320,출처보기>
1869,4,"전남에 있는 한 식당에 ""안철수 출입금지"" 써붙였다?",False,안철수,311,출처: 호남 식당 풍경....
1870,4,미국에서는 총기 소유가 자신과 가정을 지키는 가장 좋은 방법이라는 주장이 여전히 건재하다. 과연 개인의 총기 소유가 사회 전체의 ...,False,관련인 없음,310,출처: Home
1873,4,"홍준표 ""수행비서 통신자료 조회는 문재인 정부의 정치 사찰""",False,홍준표,290,"출처: 홍준표 ""군·검찰·경찰이 수행비서 통신조회"", '정치사찰' 주장"
1874,4,"""특수학교가 들어서면 집값이 떨어진다""",False,관련인 없음,260,출처: [레이더P 팩트체커] 강서 특수학교 갈등의 진실③ 땅값이 떨어진다고?
1875,4,"""3년간 특수학교 21개교와 특수학급 2300여 학급을 대폭 신·증설""",False,교육부,259,출처: [레이더P 팩트체커] 강서 특수학교 갈등의 진실② 혼란 부추긴 관치
1876,4,"""특수학교 대체부지 확보했는데 교육청 탓에 원점""",False,김성태,258,출처: [레이더P 팩트체커] 특수학교 갈등의 진실① `임대와 섞이기 싫다`
1881,4,"유럽에서 '간염 바이러스 소시지' 파문이 일고 있는데, E형 간염 바이러스의 경우 고온에 익히면 안전하다는 식약처의 주장은 사실일까",True,식약처,232,출처: 'E형간염' 감염되면 발열·복통 증상…임산부는 사망률 20%
1885,4,최저임금 인상으로 9급 공무원보다 아르바이트생의 급여가 더 많아졌다는 주장,False,관련인 없음,208,
1886,4,누진제 논란 1년...전기요금 인하에 효과 있었다?,True,관련인 없음,209,
1887,4,정확한 통계가 없는 자영업자 대출 우려가 확대중이다. 자영업자 대출은 정말 위험한가?,True,관련인 없음,207,"출처: 최종구 인사청문회 ""자영업자·한계차주 대출 살필 것""(종합)"
1888,4,"옥시·대형마트 등 11개 기업 ""올해 상반기 중 생활화학 제품 전 성분 공개하겠다"", 사실일까?",True,환경운동연합,200,"출처: 이제 롯데마트,이마트,홈플러스,GS리테일,다이소,애경 생활화학제품의 전 성분을 확인하세요!"
1891,4,안경환 법무부 장관 후보자의 첫 결혼이 상대방의 동의 없이 일방적 혼인신고로 이뤄졌다.,True,안경환,184,"출처: [단독] 안경환, 여성 도장 위조해 혼인신고…""혼인 무효"""
1892,4,5.18의 역사적 사실을 왜곡하는 가짜뉴스들 총정리,False,관련인 없음,172,
1893,4,‘100원택시` 총리후보자 아이디어였나,False,문재인,170,출처: [레이더P 팩트체커] ‘100원택시` 총리후보자 아이디어였나
1897,4,심상정 “文의 아동수당 2분의1로 줄어…선관위 제출 뒤 주말에 대폭 후퇴” 사실은?,False,심상정,113,
1898,4,"유승민 “文의 17만4000명 공무원, 9급 초봉만 줘도 연간 4조3000억 원…계산 안 맞아”",True,유승민,135,
1899,4,"洪 ""한국, 비정규직 더 많고 직원 해고하기 세계에서 가장 어려워""",False,홍준표,108,"출처: 洪 한국,비정규직 더 많고, 세계에서 해고하기 가장 어려워"
1900,4,"문재인 전 더불어민주당 대표는 공무원 일자리 공약을 내놓으며 ""소방공무원이 법정기준에 비해 1만7000명가량이 부족하다""며 ""또 ...",True,문재인,37,"출처: 문 소방관 1만7000명 부족, 지역따라 처우 달라"
1901,4,"2006년 문재인의 민정수석실 ""노무현 대통령의 사돈이 낸 교통사고, 음주운전 아니었다"" 발표, 사실은?",False,문재인,29,"출처:  盧대통령 사돈, 음주운전 의심 사고 청와대·경찰 개입 은폐 의혹"
1902,4,"홍준표 자유한국당 후보가 15대 총선 때 선거법 위반으로  의원직을 잃고, 안기부 파견 검사 시절 이중으로 월급을 받았다가 국가로...",True,홍준표,27,출처보기>
1903,5,코로나19 3번 확진자는 슈퍼전파자이다?,False,인터넷 뉴스 댓글 이용자,2081,
1904,5,"자외선·손 건조기, 바이러스 살균효과 있다?",False,네이버 블로그 이용자,2079,
1905,5,인종적 특성으로 동양인이 코로나바이러스에 취약하다?,False,일부 유럽인들,2077,
1906,5,"신종 코로나, 일반 대기를 통해 전염되는 '공기감염병'이다?",False,인터넷 이용자,2063,출처: 유튜브 영상
1907,5,'신종 코로나'로 휴업하면 직원 급여 안 줘도 된다?,False,발언인 없음,2073,
1908,5,비타민 C가 신종 코로나를 퇴치한다?,False,페이스북 이용자,2065,출처: 필리핀인의 페이스북 글
1909,5,"손 소독제 알코올 성분, 임산부에게 해롭다?",False,발언인 없음,2064,
1910,5,개인 소비자가 마스크 사재기해도 단속된다?,True,발언인 없음,2062,
1911,5,"""세계 어느 나라도 중국인 입국 금지를 하지 않았다.""",False,이재정 대변인,2052,출처: 2020년 1월 29일 국회 브리핑
1912,5,50도 고량주로 손 소독 가능하다?,False,발언인 없음,2058,
1913,5,정부가 마스크를 세금으로 구입해 중국에 퍼준다?,False,김순례,2036,출처: 2020년 2월 3일 국회 최고위원회의
1914,5,'신종 코로나' 때문에 국내에 중국인 난민 급증한다?,False,페이스북 이용자,2019,
1915,5,중국인 마스크 사재기 막으려고 마스크에 타이완기 그려넣었다?,False,SNS 이용자,2054,출처: 페이스북 게시물
1916,5,"""정부가 국민이 낸 건강보험료로 중국인에게 공짜·할인 혜택을 주고 있다.""",False,인터넷 뉴스 댓글 이용자,2051,
1917,5,"일회용 마스크, 일주일 써도 된다?",False,홍혜걸,2041,출처: 홍혜걸 의학박사 페이스북
1918,5,울산·창원에서 확진자가 나왔는데 보도가 안되고 있다?,False,온라인 카페 및 페이스북 이용자,2023,
1919,5,"""동대구역에서 신종 코로나 감염 환자가 방역복을 입은 사람들을 피해 도주 중이다""",False,페이스북 이용자,2018,출처: 페이스북 페이지 '대구는 지금' 게시글
1920,5,"""평택 수건 가게에서 방역복을 입은 사람들이 환자를 부축했다""",False,온라인 커뮤니티 이용자,2017,출처: 온라인 커뮤니티
1921,5,"신종 코로나, 택배로도 전염된다?",False,온라인 이용자,2009,출처: 네이버 지식인
1922,5,"""통계청에 의하면, 한국 20대 평균 연애횟수는 5회""?",False,인터넷 커뮤니티 이용자,2004,출처: 루리웹
1924,5,영화 '블랙머니' 속 론스타 수사…대검 중수부가 사건 덮었다?,False,발언인 없음,1958,출처: 영화 '블랙머니' 내용
1926,5,"""생중계, 관중, 취재진 없이 경기 운영한 북한을 월드컵에서 제외하자""",False,온라인 이용자,1870,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
1927,5,"""전태일은 착취당하지 않았다""",False,류석춘,1868,출처: <월간조선> [2019년 10월호] 기고문
1928,5,"""거짓말은 한국의 문화""",False,반일 종족주의,1815,
1929,5,"""유승준이 국내에 들어와서 최대 25%의 소득세를 내면, 세율 50%인 미국 세금은 내지 않아도 된다""",False,언론 보도 및 온라인 커뮤니티 이용자,1706,출처: 티브이데일리 보도
1930,5,"""게임중독 질병 코드 지정은 UN 아동권리협약 31조 위반이다""",False,게임업계,1606,출처: 게임질병코드 도입 반대를 위한 공동대책 준비위원회 성명서
1931,5,"""한국영화계는 2~3년 전부터 영화 스태프의 근로방식이나 급여 등을 정상적으로 정리해왔다""",True,봉준호,1607,"출처: <황금종려상 들고 금의환향 봉준호·송강호 ""韓관객 만남 기대"">, 연합뉴스"
1933,5,"스승의 날, 종이 카네이션은 되고 생화는 안 된다",False,언론 보도,1579,출처: 이데일리뉴스
1934,5,"""어벤져스 스포일러, 형사처벌 가능하다""",False,SNS 이용자,1549,
1936,5,"""유튜브에서 영화 '연평해전'이 차단된 것은 https 차단 정책과 관련 있다""",False,유튜브 이용자,1459,출처: 3월 27일자 유튜브 영상 자료
1938,5,"유관순 열사, 성고문 당했고 시신은 토막 나 있었다",False,인스타그램 이용자,1398,출처보기>
1941,5,일반 소주는 증류주가 아니다?,False,인터넷 루머,860,
1942,5,"""지드래곤 군 병원 특혜 의혹은 사실무근""",False,YG엔터테인먼트,837,"출처: GD, 군병원 특혜 입원 논란…국방부 ""병사도 1인실 사용 가능""(종합) | 연합뉴스"
1945,5,북한에선 '레드벨벳'을 '붉은 융단 떼거리'라고 부른다?,False,인터넷 루머,658,
1946,5,문화계 '미투' 가해자들은 문화계 '블랙리스트' 인물들이다,False,인터넷 루머,617,출처: 일간베스트
1948,5,우리 사회는 성범죄를 엄격히 처벌해왔는가?,False,발언인 없음,545,
1949,5,"서지현 검사가 폭로한 성추행 사건의 명칭은 ""여검사 성추행"" 사건인가?",False,관련인 없음,497,
1950,5,"""평창올림픽 개막식 에어쇼, 공군이 싱가포르 에어쇼 참가해 못 본다?""",False,관련인 없음,489,출처보기>
1951,5,"해병대, 육·해·공군 보다 구타·가혹행위 심하다?",True,김중로,414,"출처: 해병대, 구타·가혹행위 심각…타군 대비 벌금·징계 압도적"
1952,5,"""좌파코드 성향 없으면 천만관객 불가능""",False,홍준표,348,"출처: ""개량한복은 다 좌파""... 홍준표, 정말 아무말 대잔치"
1954,5,편의점 앞 야외 테이블서 마시는 '맥주 한 캔'은 불법이다?,True,관련인 없음,249,
1956,6,소금으로 코로나19 바이러스를 예방·치료한다.,False,인터넷 이용자,2148,
1957,6,"""소금물에 담갔다 말리면 마스크 재활용 가능""",False,트위터 이용자,2131,출처: 시청자 제보 & 트위터 등 SNS
1958,6,공적 판매 마스크를 유통하는 업체와 판매하는 약국이 부당하게 많은 유통·판매 마진을 얻고 있다?,False,인터넷 커뮤니티 이용자,2124,출처: 인터넷 커뮤니티 'MLB 파크'
1959,6,'락스 분무기' 안전하다？,False,유튜브 이용자,2114,출처: 유튜버1
1960,6,우한연구소로 파견되는 미국 친구의 글,False,SNS와 블로그 이용자,2103,"출처: SNS, 블로그 등"
1961,6,"코로나19, 아동한테는 유행하지 않는다?",False,인터넷 이용자,2078,
1962,6,"신종 코로나, 일반 대기를 통해 전염되는 '공기감염병'이다?",False,인터넷 이용자,2063,출처: 유튜브 영상
1963,6,"신종 코로나, 목욕탕 물 통해서도 감염된다?",False,"다수 언론 매체, 온라인 커뮤니티",2046,출처: 다수 언론 매체
1964,6,마늘을 커피처럼 끓여서 마시면 신종 코로나 바이러스 전염병도 완치된다?,False,안상수,2038,
1965,6,신종 코로나바이러스는 에이즈를 일으키는 HIV와 유사하다,False,인도 대학 연구진,2043,출처: 바이오 아카이브 사이트 (보고서)
1967,6,자율주행차 타면 운전면허 딸 필요 없나?,True,인터넷 댓글 이용자,1997,출처: 지난해 12월 쓴 <자율주행 레벨 4단계 셔틀버스 타보니…운전자는 시동·주차만>기사 보도 후 댓글과 인터넷 커뮤니티에 운전면허 필요성 여부 제기
1970,6,"유튜브 노란딱지, 보수 유튜버만 골라 억압한다?",False,나경원,1895,"출처: 유튜브 노란딱지, 무엇이 문제인가"
1971,6,목재 껍질 벗기면 세슘에서 안전하다,False,일본 임야청,1841,
1972,6,"후쿠시마 목재 방사선량, 100% 신뢰할 수 있다?",False,후쿠시마현,1840,
1973,6,"후쿠시마 방사능 데이터, 오염 상태를 정확히 보여준다?",False,후쿠시마현,1839,출처: 후쿠시마현의 방사능 데이터
1974,6,"도쿄의 '방사능 핫플레이스', 엑스레이 100만번 찍는 양이다?",False,언론 보도,1838,
1975,6,'0.23μ㏜/h'는 방사능 안전 기준치이다,False,언론 보도,1837,
1978,6,"""수소차의 시대는 오지 않는다""",False,엘론 머스크,1744,출처: 2015년 1월 Automotive News World Congress
1979,6,수소 에너지는 전기만큼 저렴해질 수 있다,True,발언인 없음,1741,
1980,6,"""대학교 인근 PC방에서 수강신청하면 서버 연결 속도가 훨씬 빠르다""",False,인터넷 커뮤니티 이용자,1742,출처: 인터넷 커뮤니티 게시물
1981,6,후쿠시마 원전 사고 후 일본이 원전 대신 수소를 선택했다,False,발언인 없음,1739,
1982,6,"""2030년 수소차 누적 생산량을 내수 85만대 포함 총 180만대, 2040년은 내수 290만대·수출 330만대 포함 총 620...",False,산업통상자원부,1726,출처: 1월 17일 산업통상자원부 수소경제 활성화 로드맵
1984,6,"""일본이 수출 규제를 풀지 않으면 이달말 반도체 공장 가동이 중단될 수 있다.""",False,언론 보도,1701,출처: 2019년 7월 5일 기사
1985,6,"""스마트폰 사용으로 젊은이들 머리에 뿔이 자라고 있다""",False,언론 보도,1686,출처: KBS 기사 <스마트폰 많이 쓰면 머리에 뿔 난다?>
1986,6,"""플라스틱 쓰레기 문제를 해결할 대안은 없다""",False,발언인 없음,1648,
1989,6,"""수소는 가장 안전한 연료로 평가받는다""",False,정승일,1608,
1990,6,방송통신위원회가 오는 6월부터 국내에서 유튜브 서비스를 차단한다,False,유튜브 이용자,1558,
1992,6,"8만원 이상 5G 요금제, 데이터 무제한이다.",False,"KT, LG",1502,출처: KT 5G 요금제
1994,6,광촉매 도료(페인트)가 미세먼지 줄여준다,False,서울특별시,1458,출처: 서울시 3월7일 발표 언론보도
1996,6,"""지열 발전이 포항 지진 원인인 것처럼, 지열 냉·난방도 위험하다""",False,네이버뉴스 댓글 이용자,1447,출처: 2017년 12월 연합뉴스 기사 네이버 댓글
1997,6,에어팟 등 무선이어폰이 암 발생 위험을 키운다,False,언론 보도,1434,출처: 언론보도
2000,6,“홍역은 미세먼지·외노자가 유발한 후진국병”?,False,인터넷 루머,1307,
2016,6,배달 앱이 배달비를 유료화 했다?,False,인터넷 루머,863,
2017,6,반도체 장비 수입 하락세는 불황 징조?,False,언론 보도,859,
2019,6,"한국오라클 노조 전면파업, 외국계 IT기업 최초?",False,언론 보도,744,출처: 외국계 IT기업 노조 최초로 파업 돌입하는 한국오라클 노조
2020,6,청와대 청원 게시판도 매크로 가능,False,인터넷 루머,704,
2021,6,댓글만으로 여론을 조작할 수 있는지?,True,드루킹,703,"출처: 드루킹이 꿈꾸던 온라인 세상, ""여론은 네이버에 달린 댓글"""
2023,6,"美 국방부 공개 UFO 영상, 정말 외계에서 온 비행물체인가",True,발언인 없음,597,출처보기>
2029,6,"LG전자, 중국 스마트폰 사업 포기했나?",False,관련인 없음,503,
2030,6,"""평창올림픽 개막식 에어쇼, 공군이 싱가포르 에어쇼 참가해 못 본다?""",False,관련인 없음,489,출처보기>
2031,6,"""북한은 더 춥다. (남한은) 그렇게 추운 날씨는 아닌 것 같다""",True,북측 관계자,487,"출처: 北 선수, 한국 한파에 “북한은 더 춥다”…남북 단일팀 첫 출발 표정"
2032,6,"암호화폐 채굴로 '월 천만원 고정수익', 가능할까?",False,관련인 없음,482,
2033,6,궐련형 전자담배 중 추운 곳에서 작동 안 하는 기기가 있다?,True,관련인 없음,423,
2035,6,"""정부지원을 받는 한국형 가상화폐 출범""",False,관련인 없음,399,출처보기>
2036,6,이스라엘 통신비 인하는 실패한 포퓰리즘 정책이다?,False,관련인 없음,202,출처: [기자의 시각] 이스라엘의 통신비 矯角殺牛
2039,6,가상화폐 해킹은 가능한가?,True,관련인 없음,366,"출처: ""가상화폐 공격 포착""…北 사이버 외화벌이?"
2041,6,미국에서는 총기 소유가 자신과 가정을 지키는 가장 좋은 방법이라는 주장이 여전히 건재하다. 과연 개인의 총기 소유가 사회 전체의 ...,False,관련인 없음,310,출처: Home
2042,6,"홍준표 ""수행비서 통신자료 조회는 문재인 정부의 정치 사찰""",False,홍준표,290,"출처: 홍준표 ""군·검찰·경찰이 수행비서 통신조회"", '정치사찰' 주장"
2048,6,참여연대 등이  '통신 기본료 1만1천원 폐지' 공약 이행을 주장하고 있다.   LTE(4G)서비스 기본료도 폐지할 수 있을까.,False,참여연대,187,
2050,7,변종 코로나19가 급성 패혈증 유발한다,False,인터넷 커뮤니티 및 SNS,2171,출처: 인터넷 커뮤니티
2051,7,공중화장실 비누로 바이러스 전파 가능하다,False,SNS와 커뮤니티 이용자,2100,
2052,7,"코로나19 확진자 동선공개, 개인정보보호법 위반?",False,인터넷 커뮤니티 및 SNS,2161,
2053,7,개학 연기 조치는 고등학교 3학년 대입에 불리하게 작용한다,True,언론 보도,2157,출처: 언론 보도
